brand,price,type,colour,msoffice,RAM,RAMtype,SSD,SSDCap,HDDCap,ProcessorBrand,ProcessorName,ProcessorVariant,ClockSpeed,GPU,GPUramtype,GPUramcap,OS,Touchscreen,Screensize,Screenreso,refreshrate,Bluetooth,Weight,BacklitKB,warranty
Acer,"₹36,800",Thin and Light Laptop,Black,No,8 GB,DDR4,Yes,256 GB,No,Intel,Celeron Dual Core,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,60,v5.0,1.2 Kg,No,1 Year Onsite Warranty
ASUS,"₹49,990",Handheld Gaming PC,White,No,16 GB,LPDDR5,Yes,512 GB,No,AMD,Ryzen Z1 HexaCore,Zen4,Max turbo frequency at 4.9 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,Yes,17.78 cm (7 Inch),1920 x 1080 Pixel,60,v5.2,608.0 g,No,1 Year Onsite Warranty
ASUS,"₹70,990",Gaming Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5800HS,3.2GHz upto max turbo frequency at 4.4 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.0,1.8 Kg,Yes,1 Year Onsite Warranty
Lenovo,"₹48,990",Thin and Light Laptop,Arctic Grey,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5700U,1.80 GHz up to 4.30 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.65 Kg,Yes,1 Year Onsite Warranty + 1 Year ADP
ASUS,"₹22,999",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
SAMSUNG,"₹1,49,990",Thin and Light Laptop,Moonstone Gray,Yes,16 GB,LPDDR5X,Yes,512 GB,No,Intel,Core Ultra 7,155H,Upto 4.8GHz,Intel Integrated Arc,GDDR4,2 GB,Windows 11 Home,Yes,40.64 cm (16 inch),2880 x 1800 Pixel,60,v5.3,1.56 kg,Yes,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS,"₹99,990",Laptop,Aqua Celadon,Yes,16 GB,LPDDR5,Yes,512 GB,No,Intel,Core i7,,,Intel Integrated Intel Iris X Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),2880 x 1800 pixel,90 Hz,yes,,No,1 Year
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
HP,"₹22,990",Laptop,Black,No,8 GB,LPDDR4,Yes,256 GB,No,AMD,Athlon Dual Core,,,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1024 x 768 pixel,60,Yes,,No,1 YEAR
SAMSUNG,"₹1,17,990",Thin and Light Laptop,Graphite,Yes,16 GB,DDR4X,Yes,512 GB,No,Intel,Core i5,1355U,Max Turbo Frequency up to 5.0 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,Yes,33.78 cm (13.3 Inch),1920 x 1080 Pixel,60,Yes,1.16 Kg,Yes,1 Year Onsite Warranty
HP,"₹36,390",Laptop,Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,,,Intel Integrated Integrated Intel® UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,YES,,No,1-year warranty
ASUS,"₹99,990",Gaming Laptop,Eclipse Gray,Yes,16 GB,DDR5,Yes,1 TB,No,AMD,Ryzen 7 Octa Core,6800HS,Up to 4.7 GHz max boost,NVIDIA GeForce RTX 3060,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,240 Hz,v5.2,1.90 kg,Yes,1 Year Onsite Warranty
DELL,"₹70,790",Laptop,Platinum Silver,Yes,16 GB,LPDDR5,Yes,1 TB,No,Intel,Core i5,,,Intel Integrated Intel Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),2220 X 1080 pixel,120 Hz,YES,,No,1-year warranty
ASUS,"₹1,10,703",Gaming Laptop,Green,Yes,16 GB,DDR5,Yes,1 TB,No,Intel,Core i5,,,NVIDIA GeForce RTX 6GB RTX 4050,DDR4,6 GB,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1200$$Pixels pixel,60,yes,,No,1 Year Warranty
Lenovo,"₹50,390",Gaming Laptop,Shadow Black,Yes,8 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Quad Core,R5-5500H,,NVIDIA GeForce RTX NVIDIA GeForce® RTX™ 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,60,Yes,,No,1 Year warranty
HP,"₹47,250",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1135G7,4.20 GHz Max Turbo Frequency,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.0,1.69 kg,No,1 Year Onsite Warranty
DELL,"₹35,990",Thin and Light Laptop,Titan Grey,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1115G4,"Base Frequency 1.70 GHz, Max Turbo Boost Upto 3.0 GHz",Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixels,60,Yes,1.48 Kg,No,1 Year Onsite Hardware Service
MSI,"₹1,28,990",Gaming Laptop,Gray,No,16 GB,DDR5,Yes,1 TB,No,Intel,Core i7,13700H,Max Turbo Frequency up to 5.00 GHz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Home,No,43.94 cm (17.3 Inch),2560 x 1440 Pixel,240 Hz,v5.2,2.7 Kg,No,1 Year Onsite Warranty
ASUS,"₹34,800",Thin and Light Laptop,Transparent Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v4.1,1.80 kg,No,1 Year Onsite Warranty
ASUS,"₹76,990",Gaming Laptop,Indie Black,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i5,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
Acer,"₹1,59,990",Gaming Laptop,Obsidian Black,No,16 GB,DDR5,Yes,1 TB,No,Intel,Core i9,13900HX,1.80 GHz up to 5.40 GHz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.1,2.6 Kg,No,1 Year International Travelers Warranty (ITW)
ASUS,"₹74,990",Laptop,Black,Yes,16 GB,DDR4,Yes,16 GB,No,AMD,Ryzen 7 Octa Core,,,NA,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),2880 x 1800$$Pixels pixel,60,YES,,No,1 Year International Warrnaty
ZEBRONICS,"₹39,990",Thin and Light Laptop,Blue,No,16 GB,DDR4,Yes,1 TB,No,Intel,Core i7,1255U,Max Turbo Frequency upto 4.7GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.0,1.76 Kg,No,1 Year Carry-in Warranty
ASUS,"₹22,999",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
ASUS,"₹44,500",Thin and Light Laptop,Slate Grey,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1115G4,4.1,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60,v4.1,1.80 Kg,No,1 Year Onsite Warranty
Lenovo,"₹44,449",Thin and Light Laptop,Silver Grey,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1235U,Max Turbo Frequency upto 4.4GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 X 1080 Pixel,60,v5.1,1.6 Kg,No,1 Year Onsite Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
DELL,"₹34,990",Thin and Light Laptop,Carbon Black,Yes,8 GB,DDR4,Yes,256 GB,No,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.2,1.65 Kg,No,1 Year Onsite Warranty
Acer,"₹31,000",Thin and Light Laptop,Pure Silver,No,8 GB,DDR4,Yes,256 GB,No,Intel,Core i3,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.0,1.7 kg,No,1 Year International Travelers Warranty (ITW)
HP,"₹1,46,990",Thin and Light Laptop,Nightfall Black,Yes,32 GB,LPDDR4X,Yes,1 TB,No,Intel,Core i7,1355U,3.70GHz Upto 5.00GHz,NA,GDDR4,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 Inch),3000 x 2000 Pixel,60,v5.2,1.34 Kg,Yes,1 Year Onsite Warranty
HP,"₹60,479",Gaming Laptop,Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,12450H,"Base Clock 2.0 Ghz, Max Turbo Boost Frequency Up to 4.4 GHz",NVIDIA GeForce GTX 1650,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,2.37 Kg,Yes,1 Year Onsite Warranty
DELL,"₹43,990",Business Laptop,Black,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,,,Intel Integrated Iris Xe Graphics,GDDR4,2 GB,Windows 10 Pro,No,35.56 cm (14 inch),1920 x 1080 pixel,60,v5.1,,No,3 year domestic
HP,"₹83,649",Gaming Laptop,Performance Blue,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,12650H,Up to 4.7 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,2.37 kg,Yes,1 Year Onsite Warranty
HP,"₹55,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1215U,up to 4.40 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,Yes,39.62 cm (15.6 Inch),1920 x 1200 Pixel,60,v5.3,1.69 Kg,No,1 Year Onsite Warranty
Lenovo,"₹54,990",Thin and Light Laptop,Arctic Grey,Yes,16 GB,LPDDR5,Yes,512 GB,No,Intel,Core i5,12450H,Max Turbo Frequency upto 4.4GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.1,1.62 Kg,No,1 Year Carry-in Warranty
ZEBRONICS,"₹28,490",Thin and Light Laptop,Silver,No,8 GB,LPDDR4X,Yes,512 GB,No,Intel,Core i5,1155G7,2.50GHz with Turbo boost upto 4.5GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,60,v5.0,1.65 Kg,No,1 Year Carry-in Warranty
ASUS,"₹38,236",Laptop,Quiet Blue,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U Processor,up to 4.4 GHz,Intel Integrated intel hd,DDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,Yes,1.70 kg,Yes,1 Year International Warranty
HP,"₹52,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5625U,2.4 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,1.75 Kg,Yes,1 Year Onsite Warranty
Infinix,"₹43,990",Thin and Light Laptop,Silver,No,16 GB,LPDDR4X,Yes,512 GB,No,Intel,Core i5,1335U,1.3GHz Upto 4.6GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1200 Pixels,60,v5.2,1.78 kg,,1 Year Onsite Warranty
ASUS,"₹62,990",Gaming Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5800HS,3.2GHz Upto 4.4GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
Lenovo,"₹33,990",Thin and Light Laptop,Cloud Grey,Yes,8 GB,LPDDR5,Yes,512 GB,No,AMD,Ryzen 3 Quad Core,7320U,2.4GHz Upto 4.1GHz,AMD Radeon AMD Radeon 610M Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.1,1.58 Kg,No,1 Year Onsite warranty
ASUS,"₹60,990",Laptop,Transparent Silver,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1335U,Max Turbo Frequency up to 4.6 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.0,1.88 Kg,Yes,1 Year Onsite Warranty
MSI,"₹30,990",Thin and Light Laptop,Urban Silver,No,8 GB,DDR4,Yes,256 GB,No,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.2,1.4 Kg,Yes,1 Year Carry-in Warranty
Lenovo,"₹42,500",Laptop,Iron Grey,No,8 GB,DDR4,Yes,256 GB,No,Intel,Core i3,1115G4,3.0,Intel Integrated INTEL UHD,DDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 pixel,60 Hz,v5.0,,No,1 Year Onsite Warranty
Lenovo,"₹66,990",Gaming Laptop,Onyx Grey,Yes,8 GB,DDR5,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,6800H,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.7 GHz",NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60,v5.1,2.32 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹95,290",Gaming Laptop,Onyx Grey,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,12700H,2.3 GHz GHz with Max Turbo Boost Frequency Up to 4.70 GHz,NVIDIA GeForce RTX 3060,GDDR6,6 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.2,2.6 Kg,Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
ASUS,"₹22,999",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹1,44,990",Gaming Laptop,Storm Grey,Yes,32 GB,DDR5,Yes,1 TB,No,Intel,Core i7,12700H,2.3 GHz with Max Turbo Boost Frequency Up to 4.70 GHz,NVIDIA GeForce RTX 3070,GDDR6,8 GB,Windows 11 Home,No,40.64 cm (16 Inch),2560 x 1600 Pixel,60,V5.1,2.49 Kg,Yes,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support
ASUS,"₹99,990",2 in 1 Laptop,Ponder Blue,Yes,16 GB,LPDDR5,Yes,512 GB,No,Intel,Core i5,1340P,Upto 4.60GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,Yes,35.56 cm (14 Inch),2880 x 1800 Pixel,90 Hz,v5.0,1.50 kg,Yes,1 Year Onsite Warranty
ASUS,"₹1,59,980",Gaming Laptop,Tech Black,Yes,16 GB,LPDDR5,Yes,1 TB,No,Intel,Core i5,13500H,Max Turbo Frequency up to 4.7 GHz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,Yes,36.83 cm (14.5 Inch),2880 x 1800 Pixel,120 Hz,v5.0,1.75 Kg,Yes,1 Year Onsite Warranty
Lenovo,"₹66,990",Gaming Laptop,Onyx Grey,Yes,8 GB,DDR5,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,6800H,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.7 GHz",NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60,v5.1,2.32 kg,Yes,1 Year Onsite Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,No,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
Lenovo,"₹95,290",Gaming Laptop,Onyx Grey,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i7,12700H,2.3 GHz GHz with Max Turbo Boost Frequency Up to 4.70 GHz,NVIDIA GeForce RTX 3060,GDDR6,6 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.2,2.6 Kg,Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
ASUS,"₹38,990",Thin and Light Laptop,Transparent Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1315U,Upto 4.50GHz,Intel Integrated Integrated,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.0,1.40 kg,No,1 Year Onsite Warranty
LG,"₹58,490",Thin and Light Laptop,Charcoal Grey,No,8 GB,DDR5,Yes,512 GB,No,Intel,Core i5,1240P,2.1 GHz up to 4.7 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1200 Pixel,60,v5.1,0.999 Kg,Yes,"Onsite 3 year warranty - 1st year internationally cover-up, rest 2 year India"
ASUS,"₹44,990",Thin and Light Laptop,Cool Silver,Yes,16 GB,LPDDR5,Yes,512 GB,No,AMD,Ryzen 5 Quad Core,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon Radeon,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,5.0,1.63 kg,No,1 Year Onsite
HP,"₹49,990",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5700U,"Base Frequency 1.8 GHz, Max Turbo Boost Frequency Up to 4.30 GHz",AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.0,1.46 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹1,01,197",Laptop,Blue,Yes,16 GB,DDR5,Yes,512 GB,No,Intel,Core i7,,,MediaTek Integrated Iris Xe,DDR5,2 GB,Windows 11 Home,Yes,35.56 cm (14 inch),2880 x 1800 pixel,60,YES,,No,1 Year Warranty
HP,"₹64,490",Gaming Laptop,Performance Blue,No,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5600H,3.3GHz Upto max turbo frequency at 4.2 GHz,AMD Radeon RX 6500M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.37 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹89,990",Gaming Laptop,Jaeger Gray,No,16 GB,DDR5,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,7735HS,Max Turbo Frequency up to 4.75 GHz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.3,2.20 Kg,Yes,1 Year Onsite Warranty
realme,"₹56,999",Thin and Light Laptop,Blue,Yes,16 GB,LPDDR4X,Yes,512 GB,No,Intel,Core i5,11320H,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),2160 x 1440 Pixel,60,Yes,1.37 kg,,1 Year Domestic Warranty
Lenovo,"₹43,990",Thin and Light Laptop,Iron Grey,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixel,60,v5.0,1.6 kg,No,1 Year Onsite Warranty
ASUS,"₹35,990",Thin and Light Laptop,Transparent Silver,Yes,16 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1115G4,"Base Frequency 3.0 GHz, Max Turbo Boost at 4.1 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixels,60,v5.1,1.60 kg,No,1 Year Onsite Warranty
ASUS,"₹55,250",Notebook,Transparent Silver,Yes,16 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 7 Octa Core,5800HS,3.2 Ghz. Turbo Upto 4.4 Ghz.,AMD Radeon AMD Radeon Vega 7,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1200 pixel,60,5.1,1.8 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹44,890",Thin and Light Laptop,Arctic Grey,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,1155G7,4.2,Intel Integrated Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,1.65 Kg,No,1Year Onsite warranty
Acer,"₹54,271",Thin and Light Laptop,Pure Silver,Yes,16 GB,LPDDR4X,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.1,1.25 Kg,Yes,1 Year International Travelers Warranty (ITW)
HP,"₹50,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,No,AMD,Ryzen 5 Hexa Core,5625U,4.3,AMD Radeon Radeon Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixels,60,v5.2,1.41 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹74,990",Gaming Laptop,Black,Yes,16 GB,LPDDR4,Yes,1 TB,No,Intel,Core i7,11800H,2.3 Ghz. Turbo Upto 4.6 Ghz.,NVIDIA GeForce RTX 4GB NVIDIA GeForce RTX 3050 Ti,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,144 Hz,YES,2.30 kg,Yes,1 Year Warranty
HP,"₹38,490",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1115G4,MaxTurbo Frequency up to 4.10GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.0,1.49 Kg,Yes,1 Year Onsite Warranty
Apple,"₹1,10,990",Thin and Light Laptop,Silver,No,8 GB,Unified Memory,Yes,256 GB,No,Apple,M2,Apple M2 Chip,,NA,GDDR4,2 GB,macOS Ventura,No,38.86 cm (15.3 Inch),2880 x 1864 Pixel,60,v5.3,1.51 Kg,Yes,1 Year Limited Warranty
ASUS,"₹68,071",Gaming Laptop,Grey Metal,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i5,10300H,2.5 GHz with Turbo Boost Upto 4.5 GHz,NVIDIA GeForce GTX 1650 Ti,GDDR6,4 GB,Windows 10 Home,No,43.94 cm (17.3 inch),1920 x 1080 Pixel,120 Hz,v5.1,2.6 kg,Yes,1 Year Onsite Warranty
ASUS,"₹29,431",Chromebook,Dark Grey,No,4 GB,LPDDR4,No,No,No,Intel,Celeron Dual Core,N4020,1.1 GHz upto max turbo frequency at 2.8 Ghz,Intel Integrated UHD,GDDR4,2 GB,Chrome,Yes,29.46 cm (11.6 inch),1366 x 768 Pixel,60,v 5.1,1.20 Kg,No,1 Year Onsite Warranty
CHUWI,"₹24,990",Laptop,Grey,No,8 GB,DDR4,Yes,512 GB,No,Intel,Core i3,1005G1,1.2GHz,Intel Integrated Intel UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1200 pixel,60,5.2,1.40 kg,Yes,1 Year Onsite Warranty
